id,target
706,0.314
707,0.048
708,0.161
709,0.295
710,0.144
711,0.065
712,0.548
713,0.528
714,0.254
715,0.529
716,0.098
717,0.456
718,0.394
719,0.035
720,0.205
721,0.529
722,0.226
723,0.084
724,0.298
725,0.06
726,0.099
727,0.097
728,0.166
729,0.37
730,0.174
731,0.207
732,0.627
733,0.261
734,0.243
735,0.071
736,0.215
737,0.048
738,0.18
739,0.319
740,0.448
741,0.208
742,0.342
743,0.208
744,0.131
745,0.247
746,0.157
747,0.206
748,0.123
749,0.533
750,0.293
751,0.21
752,0.019
753,0.194
754,0.157
755,0.245
756,0.072
757,0.201
758,0.061
759,0.253
760,0.365
761,0.575
762,0.173
763,0.02
764,0.133
765,0.38
766,0.246
767,0.26
768,0.235
769,0.085
770,0.591
771,0.219
772,0.428
773,0.187
774,0.185
775,0.204
776,0.139
777,0.348
778,0.087
779,0.297
780,0.441
781,0.243
782,0.089
783,0.165
784,0.42
785,0.47
786,0.147
787,0.461
788,0.05
789,0.515
790,0.506
791,0.092
792,0.344
793,0.131
794,0.521
795,0.226
796,0.533
797,0.547
798,0.08
799,0.042
800,0.391
801,0.347
802,0.098
803,0.402
804,0.337
805,0.161
806,0.242
807,0.202
808,0.443
809,0.429
810,0.102
811,0.263
812,0.232
813,0.409
814,0.26
815,0.095
816,0.27
817,0.055
818,0.38
819,0.256
820,0.19
821,0.753
822,0.044
823,0.597
824,0.013
825,0.04
826,0.405
827,0.1
828,0.403
829,0.388
830,0.28
831,0.405
832,0.221
833,0.435
834,0.149
835,0.229
836,0.046
837,0.066
838,0.296
839,0.597
840,0.181
841,0.099
842,0.535
843,0.448
844,0.329
845,0.201
846,0.18
847,0.584
848,0.459
849,0.346
850,0.093
851,0.069
852,0.482
853,0.425
854,0.319
855,0.158
856,0.292
857,0.109
858,0.144
859,0.095
860,0.415
861,0.26
862,0.322
863,0.074
864,0.346
865,0.058
866,0.433
867,0.293
868,0.045
869,0.38
870,0.477
871,0.269
872,0.102
873,0.335
874,0.029
875,0.148
876,0.231
877,0.186
878,0.067
879,0.452
880,0.204
881,0.284
882,0.161
883,0.282
884,0.107
885,0.079
886,0.526
887,0.103
888,0.185
889,0.117
890,0.094
891,0.531
892,0.277
893,0.174
894,0.141
895,0.137
896,0.048
897,0.27
898,0.189
899,0.425
900,0.255
901,0.454
902,0.276
903,0.313
904,0.044
905,0.264
906,0.33
907,0.309
908,0.173
909,0.268
910,0.228
911,0.413
912,0.335
913,0.568
914,0.392
915,0.579
916,0.473
917,0.349
918,0.233
919,0.328
920,0.384
921,0.348
922,0.621
923,0.433
924,0.323
925,0.151
926,0.436
927,0.243
928,0.311
929,0.296
930,0.256
931,0.137
932,0.158
933,0.368
934,0.029
935,0.231
936,0.059
937,0.518
938,0.195
939,0.3
940,0.295
941,0.348
942,0.031
943,0.452
944,0.466
945,0.28
946,0.16
947,0.348
948,0.033
949,0.072
950,0.08
951,0.456
952,0.03
953,0.628
954,0.235
955,0.613
956,0.04
957,0.155
958,0.326
959,0.054
960,0.406
961,0.067
962,0.252
963,0.16
964,0.013
965,0.108
966,0.192
967,0.36
968,0.121
969,0.413
970,0.152
971,0.342
972,0.099
973,0.503
974,0.219
975,0.204
976,0.526
977,0.08
978,0.136
979,0.293
980,0.053
981,0.397
982,0.519
983,0.233
984,0.028
985,0.439
986,0.043
987,0.082
988,0.248
989,0.169
990,0.144
991,0.501
992,0.167
993,0.4
994,0.178
995,0.271
996,0.04
997,0.599
998,0.521
999,0.317
1000,0.061
1001,0.503
1002,0.311
1003,0.362
1004,0.037
1005,0.484
1006,0.066
1007,0.109
1008,0.128
1009,0.544
1010,0.333
1011,0.305
1012,0.258
1013,0.04
1014,0.421
1015,0.607
1016,0.269
1017,0.122
1018,0.119
1019,0.423
1020,0.194
1021,0.104
1022,0.389
1023,0.688
1024,0.134
1025,0.386
1026,0.279
1027,0.068
1028,0.469
1029,0.052
1030,0.465
1031,0.04
1032,0.414
1033,0.177
1034,0.483
1035,0.441
1036,0.031
1037,0.4
1038,0.048
1039,0.069
1040,0.389
1041,0.275
1042,0.264
1043,0.322
1044,0.121
1045,0.195
1046,0.445
1047,0.052
1048,0.063
1049,0.186
1050,0.033
1051,0.158
1052,0.206
1053,0.249
1054,0.16
1055,0.101
1056,0.548
1057,0.171
1058,0.135
1059,0.211
1060,0.419
1061,0.569
1062,0.076
1063,0.166
1064,0.087
1065,0.346
1066,0.178
1067,0.112
1068,0.093
1069,0.379
1070,0.344
1071,0.03
1072,0.294
1073,0.036
1074,0.17
1075,0.003
1076,0.209
1077,0.273
1078,0.164
1079,0.135
1080,0.338
1081,0.111
1082,0.451
1083,0.17
1084,0.569
1085,0.48
1086,0.277
1087,0.09
1088,0.434
1089,0.209
1090,0.057
1091,0.115
1092,0.097
1093,0.129
1094,0.08
1095,0.481
1096,0.06
1097,0.292
1098,0.373
1099,0.313
1100,0.577
1101,0.275
1102,0.07
1103,0.28
1104,0.571
1105,0.403
1106,0.667
1107,0.331
1108,0.33
1109,0.395
1110,0.087
1111,0.584
1112,0.388
1113,0.188
1114,0.312
1115,0.676
1116,0.098
1117,0.194
1118,0.452
1119,0.611
1120,0.02
1121,0.51
1122,0.148
1123,0.263
1124,0.32
1125,0.319
1126,0.399
1127,0.284
1128,0.468
1129,0.286
1130,0.08
1131,0.336
1132,0.406
1133,0.022
1134,0.544
1135,0.131
1136,0.522
1137,0.205
1138,0.323
1139,0.186
1140,0.173
1141,0.672
1142,0.101
1143,0.476
1144,0.02
1145,0.251
1146,0.153
1147,0.03
1148,0.037
1149,0.139
1150,0.026
1151,0.05
1152,0.24
1153,0.207
1154,0.451
1155,0.308
1156,0.168
1157,0.377
1158,0.189
1159,0.455
1160,0.043
1161,0.467
1162,0.288
1163,0.095
1164,0.239
1165,0.493
1166,0.369
1167,0.545
1168,0.374
1169,0.341
1170,0.152
1171,0.394
1172,0.295
1173,0.308
1174,0.648
1175,0.705
1176,0.082
1177,0.444
1178,0.726
1179,0.154
1180,0.379
1181,0.631
1182,0.073
1183,0.38
1184,0.025
1185,0.351
1186,0.535
1187,0.167
1188,0.099
1189,0.307
1190,0.346
1191,0.309
1192,0.351
1193,0.288
1194,0.142
1195,0.105
1196,0.089
1197,0.276
1198,0.587
1199,0.173
1200,0.033
1201,0.288
1202,0.3
1203,0.051
1204,0.557
1205,0.348
1206,0.437
1207,0.472
1208,0.488
1209,0.299
1210,0.169
1211,0.445
1212,0.285
1213,0.316
1214,0.015
1215,0.278
1216,0.475
1217,0.354
1218,0.051
1219,0.136
1220,0.334
1221,0.126
1222,0.5
1223,0.027
1224,0.277
1225,0.496
1226,0.124
1227,0.142
1228,0.123
1229,0.083
1230,0.328
1231,0.368
1232,0.387
1233,0.066
1234,0.622
1235,0.293
1236,0.273
1237,0.253
1238,0.68
1239,0.321
1240,0.041
1241,0.232
1242,0.381
1243,0.241
1244,0.272
1245,0.087
1246,0.193
1247,0.206
1248,0.542
1249,0.468
1250,0.091
1251,0.228
1252,0.026
1253,0.239
1254,0.313
1255,0.768
1256,0.27
1257,0.523
1258,0.329
1259,0.54
1260,0.251
1261,0.077
1262,0.178
1263,0.099
1264,0.182
1265,0.192
1266,0.207
1267,0.416
1268,0.102
1269,0.241
1270,0.237
1271,0.45
1272,0.164
1273,0.618
1274,0.032
1275,0.626
1276,0.317
1277,0.105
1278,0.136
1279,0.086
1280,0.098
1281,0.429
1282,0.449
1283,0.605
1284,0.247
1285,0.448
1286,0.3
1287,0.089
1288,0.044
1289,0.697
1290,0.306
1291,0.443
1292,0.211
1293,0.049
1294,0.331
1295,0.237
1296,0.043
1297,0.218
1298,0.51
1299,0.294
1300,0.106
1301,0.258
1302,0.64
1303,0.132
1304,0.218
1305,0.458
1306,0.301
1307,0.346
1308,0.066
1309,0.368
1310,0.429
1311,0.309
1312,0.155
1313,0.34
1314,0.167
1315,0.292
1316,0.377
1317,0.349
1318,0.538
1319,0.1
1320,0.608
1321,0.128
1322,0.183
1323,0.197
1324,0.321
1325,0.167
1326,0.64
1327,0.493
1328,0.384
1329,0.13
1330,0.354
1331,0.554
1332,0.198
1333,0.044
1334,0.303
1335,0.722
1336,0.114
1337,0.441
1338,0.585
1339,0.67
1340,0.684
1341,0.642
1342,0.191
1343,0.507
1344,0.246
1345,0.127
1346,0.284
1347,0.359
1348,0.035
1349,0.227
1350,0.399
1351,0.113
1352,0.108
1353,0.082
1354,0.117
1355,0.217
1356,0.598
1357,0.192
1358,0.036
1359,0.406
1360,0.24
1361,0.168
1362,0.358
1363,0.137
1364,0.2
1365,0.241
1366,0.174
1367,0.048
1368,0.508
1369,0.491
1370,0.046
1371,0.237
1372,0.145
1373,0.186
1374,0.114
1375,0.231
1376,0.041
1377,0.701
1378,0.074
1379,0.507
1380,0.121
1381,0.168
1382,0.519
1383,0.065
1384,0.045
1385,0.085
1386,0.084
1387,0.111
1388,0.299
1389,0.329
1390,0.143
1391,0.269
1392,0.055
1393,0.196
1394,0.409
1395,0.076
1396,0.357
1397,0.118
1398,0.087
1399,0.203
1400,0.262
1401,0.222
1402,0.2
1403,0.059
1404,0.199
1405,0.054
1406,0.456
1407,0.224
1408,0.166
1409,0.223
1410,0.337
1411,0.036
1412,0.046
1413,0.201
1414,0.058
1415,0.299
1416,0.66
1417,0.161
1418,0.069
1419,0.032
1420,0.677
1421,0.249
1422,0.126
1423,0.057
1424,0.2
1425,0.249
1426,0.19
1427,0.228
1428,0.077
1429,0.611
1430,0.607
1431,0.363
1432,0.013
1433,0.62
1434,0.106
1435,0.057
1436,0.257
1437,0.108
1438,0.474
1439,0.111
1440,0.192
1441,0.015
1442,0.199
1443,0.279
1444,0.324
1445,0.158
1446,0.267
1447,0.681
1448,0.493
1449,0.175
1450,0.047
1451,0.045
1452,0.577
1453,0.242
1454,0.329
1455,0.235
1456,0.335
1457,0.269
1458,0.205
1459,0.09
1460,0.288
1461,0.498
1462,0.348
1463,0.05
1464,0.509
1465,0.492
1466,0.13
1467,0.397
1468,0.255
1469,0.338
1470,0.423
1471,0.017
1472,0.298
1473,0.426
1474,0.563
1475,0.091
1476,0.247
1477,0.259
1478,0.03
1479,0.077
1480,0.164
1481,0.092
1482,0.075
1483,0.322
1484,0.255
1485,0.247
1486,0.151
1487,0.257
1488,0.208
1489,0.48
1490,0.427
1491,0.183
1492,0.114
1493,0.03
1494,0.549
1495,0.358
1496,0.032
1497,0.082
1498,0.087
1499,0.33
1500,0.371
1501,0.378
1502,0.163
1503,0.088
1504,0.138
1505,0.328
1506,0.153
1507,0.276
1508,0.112
1509,0.081
1510,0.646
1511,0.323
1512,0.121
1513,0.437
1514,0.311
1515,0.268
1516,0.109
1517,0.117
1518,0.362
1519,0.23
1520,0.08
1521,0.37
1522,0.2
1523,0.194
1524,0.48
1525,0.098
1526,0.598
1527,0.128
1528,0.641
1529,0.416
1530,0.057
1531,0.147
1532,0.024
1533,0.427
1534,0.035
1535,0.252
1536,0.174
1537,0.157
1538,0.542
1539,0.627
1540,0.642
1541,0.271
1542,0.159
1543,0.079
1544,0.172
1545,0.434
1546,0.509
1547,0.393
1548,0.585
1549,0.312
1550,0.577
1551,0.135
1552,0.399
1553,0.142
1554,0.407
1555,0.22
1556,0.203
1557,0.578
1558,0.343
1559,0.099
1560,0.289
1561,0.058
1562,0.093
1563,0.083
1564,0.073
1565,0.309
1566,0.187
1567,0.049
1568,0.046
1569,0.495
1570,0.247
1571,0.093
1572,0.361
1573,0.043
1574,0.169
1575,0.473
1576,0.277
1577,0.415
1578,0.23
1579,0.453
1580,0.236
1581,0.061
1582,0.149
1583,0.56
1584,0.54
1585,0.464
1586,0.302
1587,0.521
1588,0.308
1589,0.325
1590,0.247
1591,0.032
1592,0.698
1593,0.224
1594,0.048
1595,0.078
1596,0.04
1597,0.41
1598,0.449
1599,0.411
1600,0.018
1601,0.081
1602,0.236
1603,0.168
1604,0.067
1605,0.306
1606,0.028
1607,0.358
1608,0.352
1609,0.21
1610,0.464
1611,0.572
1612,0.098
1613,0.371
1614,0.196
1615,0.259
1616,0.582
1617,0.119
1618,0.197
1619,0.065
1620,0.211
1621,0.201
1622,0.444
1623,0.209
1624,0.265
1625,0.276
1626,0.377
1627,0.491
1628,0.314
1629,0.304
1630,0.671
1631,0.399
1632,0.091
1633,0.583
1634,0.265
1635,0.296
1636,0.43
1637,0.437
1638,0.093
1639,0.164
1640,0.145
1641,0.27
1642,0.298
1643,0.02
1644,0.374
1645,0.11
1646,0.572
1647,0.275
1648,0.123
1649,0.195
1650,0.08
1651,0.357
1652,0.381
1653,0.462
1654,0.073
1655,0.582
1656,0.397
1657,0.298
1658,0.13
1659,0.424
1660,0.417
1661,0.212
1662,0.081
1663,0.194
1664,0.199
1665,0.54
1666,0.155
1667,0.207
1668,0.471
1669,0.514
1670,0.382
1671,0.238
1672,0.251
1673,0.39
1674,0.214
1675,0.186
1676,0.079
1677,0.047
1678,0.196
1679,0.748
1680,0.205
1681,0.017
1682,0.165
1683,0.345
1684,0.292
1685,0.202
1686,0.349
1687,0.334
1688,0.236
1689,0.138
1690,0.229
1691,0.099
1692,0.338
1693,0.656
1694,0.153
1695,0.175
1696,0.543
1697,0.092
1698,0.764
1699,0.144
1700,0.451
1701,0.301
1702,0.758
1703,0.323
1704,0.219
1705,0.441
1706,0.023
1707,0.159
1708,0.142
1709,0.66
1710,0.394
1711,0.373
1712,0.469
1713,0.115
1714,0.174
1715,0.566
1716,0.236
1717,0.259
1718,0.371
1719,0.153
1720,0.04
1721,0.271
1722,0.228
1723,0.203
1724,0.237
1725,0.459
1726,0.546
1727,0.216
1728,0.076
1729,0.236
1730,0.521
1731,0.634
1732,0.345
1733,0.46
1734,0.208
1735,0.078
1736,0.166
1737,0.232
1738,0.31
1739,0.062
1740,0.652
1741,0.506
1742,0.461
1743,0.565
1744,0.078
1745,0.111
1746,0.428
1747,0.304
1748,0.328
1749,0.373
1750,0.081
1751,0.224
1752,0.18
1753,0.163
1754,0.054
1755,0.096
1756,0.272
1757,0.627
1758,0.332
1759,0.062
1760,0.664
1761,0.348
1762,0.563
1763,0.106
1764,0.25
1765,0.207
1766,0.161
1767,0.305
1768,0.137
1769,0.153
1770,0.102
1771,0.599
1772,0.391
1773,0.172
1774,0.388
1775,0.068
1776,0.449
1777,0.078
1778,0.03
1779,0.336
1780,0.022
1781,0.557
1782,0.038
1783,0.111
1784,0.318
1785,0.193
1786,0.071
1787,0.181
1788,0.22
1789,0.106
1790,0.123
1791,0.192
1792,0.667
1793,0.288
1794,0.136
1795,0.229
1796,0.109
1797,0.239
1798,0.243
1799,0.284
1800,0.456
1801,0.227
1802,0.146
1803,0.04
1804,0.508
1805,0.357
1806,0.364
1807,0.171
1808,0.121
1809,0.385
1810,0.312
1811,0.189
1812,0.106
1813,0.379
1814,0.075
1815,0.193
1816,0.154
1817,0.342
1818,0.081
1819,0.141
1820,0.072
1821,0.047
1822,0.163
1823,0.285
1824,0.077
1825,0.505
1826,0.324
1827,0.445
1828,0.384
1829,0.289
1830,0.17
1831,0.146
1832,0.725
1833,0.196
1834,0.134
1835,0.64
1836,0.108
1837,0.484
1838,0.389
1839,0.481
1840,0.271
1841,0.505
1842,0.08
1843,0.186
1844,0.404
1845,0.244
1846,0.411
1847,0.55
1848,0.382
1849,0.465
1850,0.159
1851,0.254
1852,0.062
1853,0.068
1854,0.56
1855,0.525
1856,0.415
1857,0.415
1858,0.037
1859,0.198
1860,0.155
1861,0.222
1862,0.665
1863,0.191
1864,0.089
1865,0.124
1866,0.276
1867,0.223
1868,0.458
1869,0.213
1870,0.152
1871,0.558
1872,0.215
1873,0.082
1874,0.587
1875,0.292
1876,0.036
1877,0.17
1878,0.289
1879,0.646
1880,0.13
1881,0.094
1882,0.223
1883,0.309
1884,0.534
1885,0.058
1886,0.128
1887,0.243
1888,0.084
1889,0.116
1890,0.229
1891,0.239
1892,0.035
1893,0.212
1894,0.291
1895,0.153
1896,0.126
1897,0.152
1898,0.455
1899,0.186
1900,0.324
1901,0.423
1902,0.08
1903,0.811
1904,0.127
1905,0.426
1906,0.336
1907,0.072
1908,0.194
1909,0.267
1910,0.125
1911,0.082
1912,0.049
1913,0.118
1914,0.484
1915,0.504
1916,0.172
1917,0.404
1918,0.299
1919,0.507
1920,0.194
1921,0.539
1922,0.696
1923,0.062
1924,0.111
1925,0.2
1926,0.22
1927,0.092
1928,0.39
1929,0.388
1930,0.287
1931,0.052
1932,0.269
1933,0.404
1934,0.031
1935,0.199
1936,0.452
1937,0.235
1938,0.354
1939,0.225
1940,0.578
1941,0.086
1942,0.284
1943,0.1
1944,0.432
1945,0.218
1946,0.206
1947,0.28
1948,0.067
1949,0.377
1950,0.271
1951,0.555
1952,0.221
1953,0.139
1954,0.335
1955,0.098
1956,0.306
1957,0.01
1958,0.196
1959,0.369
1960,0.141
1961,0.41
1962,0.665
1963,0.141
1964,0.284
1965,0.804
1966,0.672
1967,0.069
1968,0.138
1969,0.393
1970,0.179
1971,0.451
1972,0.157
1973,0.077
1974,0.515
1975,0.093
1976,0.139
1977,0.621
1978,0.049
1979,0.147
1980,0.305
1981,0.214
1982,0.182
1983,0.17
1984,0.235
1985,0.347
1986,0.494
1987,0.124
1988,0.013
1989,0.149
1990,0.434
1991,0.072
1992,0.6
1993,0.391
1994,0.57
1995,0.035
1996,0.359
1997,0.032
1998,0.221
1999,0.457
2000,0.418
2001,0.377
2002,0.233
2003,0.327
2004,0.278
2005,0.194
2006,0.199
2007,0.136
2008,0.477
2009,0.734
2010,0.121
2011,0.171
2012,0.495
2013,0.05
2014,0.457
2015,0.28
2016,0.119
2017,0.124
2018,0.315
2019,0.215
2020,0.099
2021,0.242
2022,0.119
2023,0.187
2024,0.362
2025,0.052
2026,0.402
2027,0.115
2028,0.391
2029,0.009
2030,0.308
2031,0.689
2032,0.564
2033,0.449
2034,0.662
2035,0.105
2036,0.601
2037,0.472
2038,0.551
2039,0.434
2040,0.033
2041,0.486
2042,0.116
2043,0.124
2044,0.299
2045,0.649
2046,0.147
2047,0.241
2048,0.364
2049,0.447
2050,0.378
2051,0.3
2052,0.347
2053,0.459
2054,0.317
2055,0.428
2056,0.159
2057,0.228
2058,0.32
2059,0.229
2060,0.029
2061,0.092
2062,0.246
2063,0.315
2064,0.253
2065,0.303
2066,0.137
2067,0.771
2068,0.154
2069,0.127
2070,0.455
2071,0.076
2072,0.06
2073,0.544
2074,0.202
2075,0.19
2076,0.087
2077,0.617
2078,0.034
2079,0.078
2080,0.245
2081,0.296
2082,0.09
2083,0.501
2084,0.222
2085,0.227
2086,0.179
2087,0.477
2088,0.48
2089,0.322
2090,0.07
2091,0.076
2092,0.264
2093,0.174
2094,0.145
2095,0.15
2096,0.543
2097,0.408
2098,0.551
2099,0.212
2100,0.342
2101,0.28
2102,0.091
2103,0.619
2104,0.2
2105,0.406
2106,0.2
2107,0.481
2108,0.511
2109,0.457
2110,0.186
2111,0.316
2112,0.443
2113,0.099
2114,0.146
2115,0.53
2116,0.416
2117,0.187
2118,0.297
2119,0.326
2120,0.189
2121,0.055
2122,0.073
2123,0.34
2124,0.374
2125,0.237
2126,0.287
2127,0.373
2128,0.274
2129,0.089
2130,0.584
2131,0.342
2132,0.066
2133,0.109
2134,0.071
2135,0.108
2136,0.035
2137,0.422
2138,0.11
2139,0.204
2140,0.438
